"x","y","z","xy","xz","yz","x^2","y^2","z^2"
-0.198413283796856,-0.151655762455699,14.9841623719245,0.0300905178355512,-2.97305686115883,-2.27243456927422,0.0393678311870516,0.0229994702860195,224.525121988199
-0.19373753166274,-0.175964355682674,14.5848856138516,0.0340908999305857,-2.82563973841101,-2.56641999974689,0.0375342311747712,0.0309634544708185,212.718888369135
-0.191960214064733,-0.200194823607304,14.1962962398148,0.0384294411943097,-2.72512406512123,-2.84202502160677,0.0368487237837783,0.0400779673991596,201.534826928581
-0.192783675018991,-0.224690494658144,13.8181126344984,0.0433166593020319,-2.66390653550494,-3.10479856308739,0.0371655453538277,0.0504858183897215,190.940236779684
-0.195974356982906,-0.249783953361831,13.4500627975048,0.0489512496447329,-2.6358674081207,-3.35960985852563,0.0384059485948634,0.0623920233570652,180.904189256822
-0.201355316620798,-0.275800259702219,13.0918839687344,0.0555338486164387,-2.63612044168728,-3.61074499856827,0.040543963531462,0.0760657832518114,171.397425850806
-0.20879981092894,-0.303060541342148,12.7433224013877,0.0632789837322627,-2.66080330801628,-3.86199818546207,0.0435973610439613,0.0918456917185955,162.392265825709
-0.218225883970261,-0.331885849908667,12.4041332605213,0.0724260829735402,-2.70690294566219,-4.11675630954848,0.0476225364346019,0.110148217369598,153.862521944772
-0.229591880564102,-0.362601209464631,12.0740806344038,0.0832502935758024,-2.77211087893538,-4.37807624120831,0.0527124316209607,0.131479637105213,145.783423166086
-0.242892813454155,-0.39553981513858,11.7529376537555,0.0960737785321458,-2.85470409307194,-4.6487547869017,0.0589969188276748,0.156451745359862,138.131543493064
-0.258157513622597,-0.431047363823638,11.440486720774,0.111278115698285,-2.95344760646735,-4.93139164184896,0.0666453018398014,0.185801829859307,130.884736408206
-0.275446498642701,-0.469486517935055,11.1365198560437,0.129318417525165,-3.06751540141215,-5.22844592912854,0.0758707736145236,0.220417590522783,124.022074504055
-0.294850500571937,-0.511241518361539,10.8408391773911,0.150739817602057,-3.19642685807362,-5.54228708136268,0.0869368176875216,0.261367890096612,117.523794070058
-0.316489602350897,-0.55672297475733,10.5532575308367,0.176197032900556,-3.33999627944111,-5.87524092594759,0.100165668396229,0.309940470622651,111.371244512161
-0.34051293959154,-0.606372870873597,10.2735993003434,0.20647780874973,-3.49829349794551,-6.22963190195419,0.115949062029272,0.367688058531487,105.546842584016
-0.367098932719746,-0.660669830271037,10.0017014304217,0.242531189572633,-3.67161392048937,-6.6078223864583,0.134761626403976,0.436484624630361,100.0340315033
-0.396456022474875,-0.720134693924962,9.73741470417287,0.285501736399652,-3.86045670280473,-7.01225015760995,0.157177377756598,0.518593977394398,94.8172451210419
-0.428823889619884,-0.78533646625063,9.48060532942559,0.336771038117929,-4.06551005331528,-7.44546508732798,0.183889928308726,0.616753365223026,89.8818774123328
-0.464475147282958,-0.856898690148538,9.23115689768875,0.398008145313316,-4.28764295964608,-7.91016625418513,0.215737162443526,0.73427536517828,85.2142576697466
-0.503717501569516,-0.93550631488982,8.98897279520352,0.471230903638805,-4.52790291807627,-8.40924081428569,0.253731321387435,0.875172065198731,80.8016319129089
-0.546896382901547,-1.02191312299962,8.75397916303448,0.558880590608117,-4.78751954025906,-8.9458061851702,0.299095653630795,1.04430643095884,76.6321511868418
-0.594398056911354,-1.11694978357947,8.52612852459298,0.663912781027195,-5.06791422799454,-9.52325741031487,0.353309050059994,1.24757681903822,72.694867617878
